"Id. de la fila","Id. del pedido","Fecha del pedido","Fecha de envío","Forma de envío","Id. del cliente","Nombre del cliente","Segmento","Ciudad","Estado","País","Región","Id. del producto","Categoría","Subcategoría","Nombre del producto","Total ($ COP)","Cantidad","Descuento","Ganancia ($ COP)"
"4995","MX-2014-103492","42288","42293","Rápido","PR-19990","Patricio Romo","Cliente","Campeche","Campeche","México","Norte","MOB-SI-10000248","Mobiliario","Sillas","Office Star Silla plegable, Ajustable","17081.6","2","0.2","0"
"4996","MX-2014-103492","42288","42293","Rápido","PR-19990","Patricio Romo","Cliente","Campeche","Campeche","México","Norte","MAT-ET-10000748","Material de oficina","Etiquetas","Smead Etiquetas de envío, Blanco","9210.6","7","0","2118.2"
"4997","MX-2015-106677","42713","42718","Estándar","ÓA-19735","Óscar Alba","Cliente","Valparaíso","Valparaíso","Chile","Sur","MOB-SI-10003813","Mobiliario","Sillas","Novimex Mecedora, 2","30300.8","2","0","10907.2"
"4998","MX-2013-150756","41793","41798","Estándar","CG-12340","César Gallardo","Empresa","Ilopango","San Salvador","El Salvador","Centro","MAT-EL-10002814","Material de oficina","Electrodomésticos","Breville Microondas, Rojo","136775.2","4","0","25976"
"4999","MX-2013-150756","41793","41798","Estándar","CG-12340","César Gallardo","Empresa","Ilopango","San Salvador","El Salvador","Centro","MAT-AL-10001856","Material de oficina","Almacenamiento","Smead Caja, Azul","3661.8","3","0","1458.6"
"5000","MX-2013-150756","41793","41798","Estándar","CG-12340","César Gallardo","Empresa","Ilopango","San Salvador","El Salvador","Centro","MOB-MO-10004676","Mobiliario","Mobiliario","Rubvermaid Marco, Duradero","60588","5","0","595"
"5001","MX-2013-115280","41993","41997","Estándar","DC-13180","Dalma Comejo","Empresa","Puerto Padre","Las Tunas","Cuba","Caribe","MAT-SO-10001213","Material de oficina","Sobres","Ames Sobre de hebilla, 50","2448","3","0","581.4"
"5002","MX-2015-112459","42457","42459","Urgente","DV-13285","Daniela Vélez","Cliente","Ensenada","Baja California","México","Norte","MOB-SI-10000952","Mobiliario","Sillas","Office Star Silla de playa, Rojo","25132.8","5","0.2","1570.8"
"5003","MX-2015-112459","42457","42459","Urgente","DV-13285","Daniela Vélez","Cliente","Ensenada","Baja California","México","Norte","MOB-LI-10000111","Mobiliario","Librerías","Ikea Vitrina, Blanco","26286.08","2","0.2","2622.08"
"5004","MX-2015-112459","42457","42459","Urgente","DV-13285","Daniela Vélez","Cliente","Ensenada","Baja California","México","Norte","TEC-AC-10001711","Tecnología","Accesorios","Memorex Tarjeta de memoria, Negro","58072","5","0","15096"
"5005","MX-2015-112459","42457","42459","Urgente","DV-13285","Daniela Vélez","Cliente","Ensenada","Baja California","México","Norte","MOB-ME-10002183","Mobiliario","Mesas","Lesro Mesa de formación, Blanco","171988.32","7","0.2","21477.12"
"5006","MX-2015-112459","42457","42459","Urgente","DV-13285","Daniela Vélez","Cliente","Ensenada","Baja California","México","Norte","MAT-PA-10000990","Material de oficina","Papel","Green Bar Cuaderno, Multicolor","7072","2","0","1482.4"
"5007","MX-2012-150469","41407","41411","Estándar","ÁO-11050","Ángeles Ornelas","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-SU-10004335","Material de oficina","Suministros","Elite Recortadora, Industrial","15699.84","4","0.2","971.04"
"5008","MX-2015-152877","42516","42519","Urgente","LC-17635","León Caballero","Empresa","Santa Ana","Santa Ana","El Salvador","Centro","MAT-CA-10004107","Material de oficina","Carpetas","Avery Separadores, Reciclado","3791","5","0","969"
"5009","MX-2015-152877","42516","42519","Urgente","LC-17635","León Caballero","Empresa","Santa Ana","Santa Ana","El Salvador","Centro","MAT-SO-10004992","Material de oficina","Sobres","Jiffy Sobre de hebilla, 50","3862.4","4","0","1536.8"
"5010","US-2014-123526","42161","42165","Rápido","DS-13450","Diana Serna","Pequeña empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-EL-10002482","Material de oficina","Electrodomésticos","Cuisinart Frigorífico, Negro","370641.48","11","0.4","-117391.12"
"5011","US-2014-147795","42089","42093","Estándar","LV-17575","Lourdes Villegas","Cliente","Villahermosa","Tabasco","México","Norte","MOB-MO-10000406","Mobiliario","Mobiliario","Deflect-O Bandeja apiladora, Surtido","3447.6","2","0.4","-292.4"
"5012","US-2014-147795","42089","42093","Estándar","LV-17575","Lourdes Villegas","Cliente","Villahermosa","Tabasco","México","Norte","MOB-SI-10001724","Mobiliario","Sillas","Harbour Creations Estora, 2","6732","1","0.2","839.8"
"5013","US-2014-147795","42089","42093","Estándar","LV-17575","Lourdes Villegas","Cliente","Villahermosa","Tabasco","México","Norte","MAT-SU-10002122","Material de oficina","Suministros","Stiletto Regla, Azul","3372.8","2","0","870.4"
"5014","US-2014-147795","42089","42093","Estándar","LV-17575","Lourdes Villegas","Cliente","Villahermosa","Tabasco","México","Norte","MOB-LI-10002862","Mobiliario","Librerías","Ikea Librería, Negro","67417.92","6","0.2","-14345.28"
"5015","MX-2015-122133","42638","42643","Estándar","BM-11920","Benito Marcos","Cliente","Soyapango","San Salvador","El Salvador","Centro","MOB-SI-10002293","Mobiliario","Sillas","Office Star Sillón, Rojo","52975.4","1","0","5824.2"
"5016","MX-2015-129861","42625","42630","Estándar","CC-12880","Clotilde Carrillo","Empresa","Managua","Managua","Nicaragua","Centro","MOB-ME-10002200","Mobiliario","Mesas","Lesro Mesa de formación, Negro","24371.2","1","0.2","1523.2"
"5017","MX-2015-129861","42625","42630","Estándar","CC-12880","Clotilde Carrillo","Empresa","Managua","Managua","Nicaragua","Centro","MAT-AR-10002562","Material de oficina","Arte","Binney & Smith Lienzos, Al por mayor","11702.8","2","0","4562.8"
"5018","US-2015-145954","42642","42645","Rápido","MR-18985","Melinda Ramos","Pequeña empresa","San Miguelito","Panamá","Panamá","Centro","MOB-LI-10001491","Mobiliario","Librerías","Bush Librería clásica, Blanco","56467.2","2","0.4","-1883.6"
"5019","MX-2012-166338","41566","41573","Estándar","RC-20305","Raimon Chavarría","Cliente","Sancti Spíritus","Sancti Spíritus","Cuba","Caribe","MAT-PA-10000577","Material de oficina","Papel","Green Bar Papel de tipo pergamino, Premium","1890.4","1","0","792.2"
"5020","MX-2014-162537","42090","42094","Estándar","AL-11035","Ane Lomeli","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-AL-10004582","Material de oficina","Almacenamiento","Eldon Carpetas, Industrial","3166.08","2","0.2","78.88"
"5021","MX-2014-162537","42090","42094","Estándar","AL-11035","Ane Lomeli","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-AL-10002302","Material de oficina","Almacenamiento","Fellowes Estanterías, Azul","26220.8","5","0.2","-6555.2"
"5022","MX-2014-162537","42090","42094","Estándar","AL-11035","Ane Lomeli","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","TEC-AC-10001231","Tecnología","Accesorios","Enermax Teclado, Programable","7703.04","1","0.2","-1062.16"
"5023","US-2013-116288","41833","41840","Estándar","RM-20365","Rafaela Marcos","Cliente","Puerto Vallarta","Jalisco","México","Norte","MOB-SI-10000952","Mobiliario","Sillas","SAFCO Taburete, Negro","45018.72","3","0.2","-11254.68"
"5024","MX-2015-158407","42639","42646","Estándar","ÁA-10360","Ágata Alonso","Empresa","Simões Filho","Bahía","Brasil","Sur","MAT-PA-10004785","Material de oficina","Papel","Enermax Cuaderno, Multicolor","3389.8","1","0","880.6"
"5025","MX-2015-158407","42639","42646","Estándar","ÁA-10360","Ágata Alonso","Empresa","Simões Filho","Bahía","Brasil","Sur","MAT-CA-10002495","Material de oficina","Carpetas","Acco Carpeta, Duradero","13209","7","0","6592.6"
"5026","MX-2013-163944","41764","41770","Estándar","FM-14710","Félix Mendoza","Cliente","Ciudad de México","Distrito Federal","México","Norte","TEC-CO-10004452","Tecnología","Copiadoras","Brother Fotocopiadora, 2","118666.9904","4","0.002","22351.7904"
"5027","US-2015-117282","42704","42709","Rápido","NA-19495","Nora Arroyo","Cliente","Carrefour","Ouest","Haití","Caribe","MOB-SI-10003241","Mobiliario","Sillas","Novimex Taburete, Rojo","44733.12","4","0.4","-2989.28"
"5028","US-2015-117282","42704","42709","Rápido","NA-19495","Nora Arroyo","Cliente","Carrefour","Ouest","Haití","Caribe","MAT-ET-10004097","Material de oficina","Etiquetas","Novimex Etiquetas para documentos legales, Rojo","3498.6","5","0.4","-1516.4"
"5029","MX-2015-168851","42735","42737","Rápido","RN-20260","Rafel Nieves","Empresa","Durango","Durango","México","Norte","MAT-ET-10003377","Material de oficina","Etiquetas","Avery Etiquetas extraíbles, Duradero","3784.2","3","0","673.2"
"5030","US-2015-103800","42441","42448","Estándar","SG-20815","Simón Gracia","Empresa","Santiago de los Caballeros","Santiago","República Dominicana","Caribe","MAT-SU-10000234","Material de oficina","Suministros","Elite Cizallas, Azul","12786.72","3","0.2","-2880.48"
"5031","US-2015-103800","42441","42448","Estándar","SG-20815","Simón Gracia","Empresa","Santiago de los Caballeros","Santiago","República Dominicana","Caribe","MAT-AL-10004135","Material de oficina","Almacenamiento","Tenex Archivador móvil, Tamaño completo","60819.2","5","0.2","9870.2"
"5032","US-2015-103800","42441","42448","Estándar","SG-20815","Simón Gracia","Empresa","Santiago de los Caballeros","Santiago","República Dominicana","Caribe","MAT-SO-10001144","Material de oficina","Sobres","Cameo Sobre empresarial, 50","4610.4","3","0.2","744.6"
"5033","MX-2015-160626","42734","42740","Estándar","CV-12400","Carmín Vera","Pequeña empresa","Managua","Managua","Nicaragua","Centro","MAT-AR-10003104","Material de oficina","Arte","Binney & Smith Sacapuntas, Metal","28488.6","9","0","13096.8"
"5034","MX-2012-162999","41491","41495","Estándar","CA-12220","Carina Almaraz","Cliente","Monterrey","Nuevo León","México","Norte","MAT-ET-10002513","Material de oficina","Etiquetas","Smead Etiquetas para documentos legales, Blanco","2516","2","0","0"
"5035","MX-2013-100055","41847","41851","Estándar","IL-16375","Ignacio Lobato","Pequeña empresa","Nuevo Laredo","Tamaulipas","México","Norte","MAT-AL-10002606","Material de oficina","Almacenamiento","Rogers Archivador móvil, Azul","32096","2","0","319.6"
"5036","MX-2013-100055","41847","41851","Estándar","IL-16375","Ignacio Lobato","Pequeña empresa","Nuevo Laredo","Tamaulipas","México","Norte","TEC-CO-10001006","Tecnología","Copiadoras","Sharp Fax, Color","100808.5788","3","0.002","12925.3788"
"5037","MX-2013-100055","41847","41851","Estándar","IL-16375","Ignacio Lobato","Pequeña empresa","Nuevo Laredo","Tamaulipas","México","Norte","MAT-CA-10000226","Material de oficina","Carpetas","Ibico Perforador, Reciclado","10475.4","3","0","3559.8"
"5038","MX-2015-131226","42614","42620","Estándar","ML-18790","Melanio Lerma","Pequeña empresa","Cárdenas","Matanzas","Cuba","Caribe","MAT-SU-10002938","Material de oficina","Suministros","Acme Tijeras, Acero","16891.2","6","0","5569.2"
"5039","US-2015-167430","42614","42619","Rápido","RM-20410","Reinaldo Mireles","Cliente","Maracay","Aragua","Venezuela","Sur","MOB-LI-10001625","Mobiliario","Librerías","Dania Librería, Convencional","16536.24","2","0.4","-3034.16"
"5040","US-2015-167430","42614","42619","Rápido","RM-20410","Reinaldo Mireles","Cliente","Maracay","Aragua","Venezuela","Sur","MAT-PA-10002479","Material de oficina","Papel","Green Bar Agenda, Premium","1617.72","1","0.4","-136.68"
"5041","MX-2014-141859","42171","42175","Estándar","LL-18085","Luisa Liébanas","Cliente","León","Guanajuato","México","Norte","TEC-CO-10000168","Tecnología","Copiadoras","Canon Fax, Digital","71942.6264","2","0.002","7063.8264"
"5042","MX-2014-132129","42189","42192","Urgente","JB-16675","Josefa Bueno","Empresa","São Paulo","São Paulo","Brasil","Sur","MAT-AL-10001192","Material de oficina","Almacenamiento","Smead Bandejas, Metal","21556","4","0","4515.2"
"5043","MX-2014-132129","42189","42192","Urgente","JB-16675","Josefa Bueno","Empresa","São Paulo","São Paulo","Brasil","Sur","TEC-CO-10000278","Tecnología","Copiadoras","Canon Fax, Rojo","107425.3188","3","0.002","14850.1188"
"5044","MX-2014-132129","42189","42192","Urgente","JB-16675","Josefa Bueno","Empresa","São Paulo","São Paulo","Brasil","Sur","MAT-ET-10002124","Material de oficina","Etiquetas","Hon Etiquetas para carpetas de archivos, Rojo","958.8","1","0","210.8"
"5045","MX-2014-161326","42304","42307","Urgente","ÓA-19735","Óscar Alba","Cliente","Portmore","Santa Caterina","Jamaica","Caribe","MAT-EL-10002503","Material de oficina","Electrodomésticos","Hamilton Beach Microondas, Plateado","64205.6","2","0","14762.8"
"5046","US-2014-150791","42111","42118","Estándar","KB-17260","Koldo Bernal","Cliente","San Miguelito","Panamá","Panamá","Centro","TEC-AC-10002497","Tecnología","Accesorios","Enermax Ratón, Negro","13770","5","0.4","-4131"
"5047","US-2015-149048","42468","42473","Estándar","ÁA-10360","Ágata Alonso","Empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-AL-10003416","Material de oficina","Almacenamiento","Fellowes Caja, Azul","4014.72","3","0.4","-136.68"
"5048","US-2015-149048","42468","42473","Estándar","ÁA-10360","Ágata Alonso","Empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MOB-SI-10002795","Mobiliario","Sillas","SAFCO Silla de playa, Negro","19180.08","6","0.4","-8645.52"
"5049","US-2012-124989","41579","41583","Estándar","NG-19165","Noemí González","Cliente","Santiago de los Caballeros","Santiago","República Dominicana","Caribe","MOB-MO-10000993","Mobiliario","Mobiliario","Tenex Reloj, Negro","11390","4","0.5","-5474"
"5050","MX-2014-141474","42308","42314","Estándar","MB-18805","Millán Becerra","Pequeña empresa","Managua","Managua","Nicaragua","Centro","MAT-AL-10001851","Material de oficina","Almacenamiento","Eldon Estanterías, Industrial","16626","3","0","4151.4"
"5051","MX-2014-141474","42308","42314","Estándar","MB-18805","Millán Becerra","Pequeña empresa","Managua","Managua","Nicaragua","Centro","TEC-TE-10004601","Tecnología","Teléfonos","Apple Cargador, Tamaño completo","361250","5","0","50575"
"5052","MX-2015-150784","42593","42595","Urgente","KP-17275","Karina Padilla","Cliente","Ciudad de México","Distrito Federal","México","Norte","MAT-EL-10003638","Material de oficina","Electrodomésticos","Breville Batidora, Plateado","20624.4","2","0","2883.2"
"5053","MX-2013-165218","41791","41795","Estándar","HL-15550","Helena Llarnas","Pequeña empresa","Chinandega","Chinandega","Nicaragua","Centro","MAT-SU-10003990","Material de oficina","Suministros","Fiskars Cúter, Industrial","8418.4","2","0","2101.2"
"5054","MX-2014-159156","42278","42284","Estándar","GB-15055","Gabriela Bustamante","Cliente","Soyapango","San Salvador","El Salvador","Centro","MAT-CA-10002559","Material de oficina","Carpetas","Wilson Jones Cubierta de carpeta, Duradero","2876.4","2","0","1292"
"5055","MX-2015-153549","42628","42632","Estándar","DG-13435","Diana García","Cliente","Camagüey","Camagüey","Cuba","Caribe","MAT-AR-10001843","Material de oficina","Arte","Boston Libreta de dibujo, Metal","22603.2","4","0","9030.4"
"5056","MX-2015-153549","42628","42632","Estándar","DG-13435","Diana García","Cliente","Camagüey","Camagüey","Cuba","Caribe","MAT-CA-10001342","Material de oficina","Carpetas","Cardinal Anillas, Duradero","2325.6","3","0","530.4"
"5057","MX-2012-147816","41426","41430","Estándar","JT-16855","Jonás Toro","Empresa","Morelia","Michoacán","México","Norte","TEC-CO-10000495","Tecnología","Copiadoras","Hewlett Fax inalámbrico, Color","129494.6916","3","0.002","20497.4916"
"5058","MX-2015-111661","42517","42521","Estándar","RM-20380","Raúl Mesa","Cliente","Managua","Managua","Nicaragua","Centro","MOB-MO-10004241","Mobiliario","Mobiliario","Tenex Marco, Negro","24928.8","2","0","11213.2"
"5059","MX-2015-111661","42517","42521","Estándar","RM-20380","Raúl Mesa","Cliente","Managua","Managua","Nicaragua","Centro","MAT-AL-10002100","Material de oficina","Almacenamiento","Rogers Bandejas, Azul","13980.8","2","0","1536.8"
"5060","MX-2015-111661","42517","42521","Estándar","RM-20380","Raúl Mesa","Cliente","Managua","Managua","Nicaragua","Centro","MOB-MO-10000971","Mobiliario","Mobiliario","Eldon Tope para puertas, Premium","5528.4","1","0","2043.4"
"5061","MX-2015-111661","42517","42521","Estándar","RM-20380","Raúl Mesa","Cliente","Managua","Managua","Nicaragua","Centro","TEC-CO-10004452","Tecnología","Copiadoras","Brother Fotocopiadora, 2","118666.9904","4","0.002","22351.7904"
"5062","US-2014-119914","42267","42269","Rápido","DT-13585","Dolores Treviño","Empresa","Ciudad de Panamá","Panamá","Panamá","Centro","TEC-TE-10002042","Tecnología","Teléfonos","Motorola Auriculares, Tamaños variados","16848.36","3","0.4","-9273.84"
"5063","US-2015-130281","42622","42627","Estándar","AP-11230","Ara Puente","Cliente","San Pedro Sula","Cortés","Honduras","Centro","MAT-AL-10004285","Material de oficina","Almacenamiento","Rogers Carpetas, Azul","10434.6","5","0.4","-3658.4"
"5064","US-2015-130281","42622","42627","Estándar","AP-11230","Ara Puente","Cliente","San Pedro Sula","Cortés","Honduras","Centro","MOB-ME-10002556","Mobiliario","Mesas","Lesro Mesa de ordenador, Negro","101944.92","7","0.7","-237871.48"
"5065","MX-2013-127103","41806","41810","Estándar","GC-15520","Gregorio Cuéllar","Cliente","Reynosa","Tamaulipas","México","Norte","TEC-CO-10002730","Tecnología","Copiadoras","Sharp Fotocopiadora personal, Color","27471.3472","2","0.002","5174.1472"
"5066","MX-2013-166023","41797","41798","Urgente","IÁ-16285","Irene Álamo","Pequeña empresa","Managua","Managua","Nicaragua","Centro","TEC-TE-10000151","Tecnología","Teléfonos","Cisco Amplificador de señal, Tamaño completo","17353.6","1","0","6766"
"5067","MX-2013-162411","41846","41852","Estándar","BT-11710","Baltasar Téllez","Cliente","São Bernardo do Campo","São Paulo","Brasil","Sur","MAT-EL-10003362","Material de oficina","Electrodomésticos","Breville Frigorífico, Rojo","294287","5","0","2941"
"5068","MX-2012-156349","41363","41367","Estándar","RM-20365","Rafaela Marcos","Cliente","Tlalnepantla","México","México","Norte","TEC-TE-10003025","Tecnología","Teléfonos","Nokia Teléfono de oficina, Azul","44288.4","6","0","16381.2"
"5069","MX-2012-139815","41386","41389","Urgente","RC-20605","Rocío Chávez","Cliente","Mejicanos","San Salvador","El Salvador","Centro","TEC-TE-10001364","Tecnología","Teléfonos","Cisco Base de audio, Tamaños variados","41915.2","2","0","2930.8"
"5070","MX-2012-139815","41386","41389","Urgente","RC-20605","Rocío Chávez","Cliente","Mejicanos","San Salvador","El Salvador","Centro","MAT-AL-10004237","Material de oficina","Almacenamiento","Smead Archivador móvil, Tamaño completo","14555.4","1","0","6694.6"
"5071","MX-2012-139815","41386","41389","Urgente","RC-20605","Rocío Chávez","Cliente","Mejicanos","San Salvador","El Salvador","Centro","MAT-EL-10001348","Material de oficina","Electrodomésticos","Hoover Molinillo de café, Blanco","15170.8","2","0","6521.2"
"5072","MX-2012-139815","41386","41389","Urgente","RC-20605","Rocío Chávez","Cliente","Mejicanos","San Salvador","El Salvador","Centro","MAT-AR-10004121","Material de oficina","Arte","Binney & Smith Subrayadores, Azul","5640.6","3","0","1009.8"
"5073","MX-2015-107832","42726","42729","Urgente","RC-20440","Reinaldo Córdova","Empresa","Santa Ana","Santa Ana","El Salvador","Centro","TEC-AC-10000024","Tecnología","Accesorios","Enermax Tarjeta de memoria, Económico","38892.6","3","0","1938"
"5074","MX-2014-166800","42268","42270","Rápido","PL-20095","Prudencio Luna","Cliente","San Salvador","San Salvador","El Salvador","Centro","MOB-LI-10001049","Mobiliario","Librerías","Ikea Librería, Blanco","70890","5","0","22678"
"5075","MX-2014-108224","42124","42128","Estándar","GC-15160","Gloria Carrera","Cliente","Soyapango","San Salvador","El Salvador","Centro","MAT-AR-10003293","Material de oficina","Arte","Sanford Subrayadores, Azul","12495","7","0","4617.2"
"5076","MX-2014-108224","42124","42128","Estándar","GC-15160","Gloria Carrera","Cliente","Soyapango","San Salvador","El Salvador","Centro","TEC-TE-10004413","Tecnología","Teléfonos","Nokia Teléfono de oficina, Tamaños variados","38522","5","0","3077"
"5077","MX-2015-137736","42723","42728","Estándar","NB-19135","Nadia Badillo","Pequeña empresa","Palhoça","Santa Catarina","Brasil","Sur","MAT-AR-10001636","Material de oficina","Arte","Sanford Lienzos, Al por mayor","11512.4","2","0","224.4"
"5078","MX-2013-101462","41942","41944","Urgente","FV-14740","Felipe Vélez","Empresa","Juiz de Fora","Minas Gerais","Brasil","Sur","MAT-AR-10002616","Material de oficina","Arte","Binney & Smith Lienzos, Metal","23854.4","4","0","8581.6"
"5079","MX-2013-101462","41942","41944","Urgente","FV-14740","Felipe Vélez","Empresa","Juiz de Fora","Minas Gerais","Brasil","Sur","TEC-AC-10004877","Tecnología","Accesorios","Memorex Teclado, Económico","16170.4","2","0","3712.8"
"5080","MX-2013-101462","41942","41944","Urgente","FV-14740","Felipe Vélez","Empresa","Juiz de Fora","Minas Gerais","Brasil","Sur","MAT-CA-10000901","Material de oficina","Carpetas","Acco Carpeta, Económico","10302","6","0","3080.4"
"5081","US-2012-166548","41348","41353","Estándar","PZ-19825","Paloma Zamora","Cliente","Ciudad de Panamá","Panamá","Panamá","Centro","MAT-SU-10004028","Material de oficina","Suministros","Fiskars Abrecartas, Rectangular","8374.2","5","0.4","-2386.8"
"5082","US-2012-166548","41348","41353","Estándar","PZ-19825","Paloma Zamora","Cliente","Ciudad de Panamá","Panamá","Panamá","Centro","MOB-SI-10001938","Mobiliario","Sillas","Harbour Creations Sillón, Rojo","64410.96","2","0.4","-16107.84"
"5083","MX-2015-106236","42508","42513","Estándar","NV-19360","Normán Venegas","Cliente","Fortaleza","Ceará","Brasil","Sur","MAT-GR-10000992","Material de oficina","Grapas","OIC Grapas, Paquete de 12","6103","5","0","544"
"5084","MX-2013-164819","41778","41781","Urgente","JB-16675","Josefa Bueno","Empresa","Tlalpan","Distrito Federal","México","Norte","MAT-AL-10001030","Material de oficina","Almacenamiento","Fellowes Casilleros, Industrial","117759","5","0","2346"
"5085","MX-2015-122686","42715","42717","Rápido","BC-12190","Buenaventura Caldera","Cliente","Azcapotzalco","Distrito Federal","México","Norte","TEC-CO-10004072","Tecnología","Copiadoras","Canon Fotocopiadora personal, Digital","48312.3816","3","0.002","8124.3816"
"5086","MX-2012-166737","41412","41416","Rápido","CO-12670","Cira Ornelas","Cliente","Santa Ana","Santa Ana","El Salvador","Centro","MAT-AL-10001420","Material de oficina","Almacenamiento","Smead Estanterías, Metal","5440","1","0","272"
"5087","MX-2015-152345","42720","42723","Urgente","HD-15790","Herminio Díaz","Cliente","Masaya","Masaya","Nicaragua","Centro","MAT-CA-10002495","Material de oficina","Carpetas","Acco Carpeta, Duradero","3774","2","0","1883.6"
"5088","MX-2015-152345","42720","42723","Urgente","HD-15790","Herminio Díaz","Cliente","Masaya","Masaya","Nicaragua","Centro","MAT-PA-10004187","Material de oficina","Papel","Enermax Material de oficina, Premium","10676","2","0","1278.4"
"5089","MX-2012-122595","41499","41501","Urgente","EA-13825","Eloy Alcántara","Empresa","Ilopango","San Salvador","El Salvador","Centro","MAT-PA-10000447","Material de oficina","Papel","SanDisk Material de oficina, Reciclado","49296.6","9","0","8843.4"
"5090","MX-2014-168802","42106","42110","Estándar","CF-12985","Cristóbal Figueroa","Cliente","João Pessoa","Paraíba","Brasil","Sur","MAT-CA-10001866","Material de oficina","Carpetas","Ibico Cubierta de carpeta, Duradero","5151","3","0","357"
"5091","US-2012-112382","41608","41613","Estándar","CV-12430","Casimira Villegas","Pequeña empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-CA-10000019","Material de oficina","Carpetas","Wilson Jones Carpeta, Reciclado","2729.52","3","0.4","-1054.68"
"5092","MX-2014-129133","42307","42312","Rápido","TU-21295","Tomasa Urena","Cliente","Managua","Managua","Nicaragua","Centro","MOB-MO-10001880","Mobiliario","Mobiliario","Rubvermaid Marco de foto, Duradero","16585.2","3","0","7293"
"5093","MX-2014-100601","42267","42270","Urgente","IA-16270","Inocencio Arce","Cliente","Managua","Managua","Nicaragua","Centro","MOB-LI-10000610","Mobiliario","Librerías","Bush Librería, Blanco","28566.8","2","0","11995.2"
"5094","MX-2015-151078","42650","42652","Rápido","EA-14140","Elisenda Aguilar","Pequeña empresa","Ciego de Ávila","Ciego de Ávila","Cuba","Caribe","TEC-CO-10004724","Tecnología","Copiadoras","Brother Fax, Rojo","71650.8112","2","0.002","30007.6112"
"5095","MX-2015-124800","42688","42688","Mismo día","HS-15655","Héctor Salcido","Empresa","Tuxtla Gutiérrez","Chiapas","México","Norte","TEC-CO-10002291","Tecnología","Copiadoras","HP Tinta, Digital","58064.4384","4","0.002","19658.0384"
"5096","MX-2015-124800","42688","42688","Mismo día","HS-15655","Héctor Salcido","Empresa","Tuxtla Gutiérrez","Chiapas","México","Norte","MAT-GR-10000248","Material de oficina","Grapas","Stockwell Grapadoras, Tamaños variados","1890.4","1","0","697"
"5097","MX-2015-124800","42688","42688","Mismo día","HS-15655","Héctor Salcido","Empresa","Tuxtla Gutiérrez","Chiapas","México","Norte","MAT-AR-10003442","Material de oficina","Arte","Boston Subrayadores, Azul","14970.2","7","0","2094.4"
"5098","MX-2014-109617","42222","42228","Estándar","GC-15130","Gerardo Carrillo","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-GR-10004390","Material de oficina","Grapas","OIC Clips, Metal","9234.4","7","0.2","95.2"
"5099","MX-2014-109617","42222","42228","Estándar","GC-15130","Gerardo Carrillo","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-SU-10001499","Material de oficina","Suministros","Kleencut Tijeras, Acero","7866.24","4","0.2","1664.64"
"5100","MX-2012-136399","41446","41451","Estándar","WM-21805","Wendy Morales","Empresa","León","Guanajuato","México","Norte","MAT-ET-10003662","Material de oficina","Etiquetas","Harbour Creations Etiquetas con códigos de color, Rojo","5766.4","4","0","1373.6"
"5101","MX-2012-136399","41446","41451","Estándar","WM-21805","Wendy Morales","Empresa","León","Guanajuato","México","Norte","TEC-CO-10003460","Tecnología","Copiadoras","Hewlett Fax inalámbrico, Digital","257767.8312","6","0.002","115702.2312"
"5102","MX-2012-136399","41446","41451","Estándar","WM-21805","Wendy Morales","Empresa","León","Guanajuato","México","Norte","TEC-CO-10000904","Tecnología","Copiadoras","Sharp Fotocopiadora personal, 2","27145.6","2","0.002","11913.6"
"5103","MX-2015-155985","42686","42692","Estándar","HT-16045","Humberto Torres","Pequeña empresa","Managua","Managua","Nicaragua","Centro","TEC-CO-10000800","Tecnología","Copiadoras","Sharp Fax inalámbrico, Color","80839.5968","2","0.002","37095.1968"
"5104","US-2015-151841","42453","42456","Rápido","RM-20455","Rocío Medina","Cliente","Guadalajara","Jalisco","México","Norte","MOB-LI-10004146","Mobiliario","Librerías","Bush Librería, Metal","11149.28","1","0.2","-420.92"
"5105","MX-2015-123337","42642","42648","Estándar","KA-17350","Kristina Arroyo","Cliente","Ciudad de México","Distrito Federal","México","Norte","TEC-TE-10002989","Tecnología","Teléfonos","Nokia Cargador, Tamaño completo","216699","3","0","49837.2"
"5106","US-2014-119760","42022","42026","Estándar","GC-15385","Gracia Collado","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MOB-MO-10001880","Mobiliario","Mobiliario","Rubvermaid Marco de foto, Duradero","16585.2","6","0.5","-1999.2"
"5107","US-2014-119760","42022","42026","Estándar","GC-15385","Gracia Collado","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-AL-10000684","Material de oficina","Almacenamiento","Eldon Carpetas, Metal","2910.4","2","0.2","652.8"
